Emp.No,Name,Retirement,Sex,Age,Tenure,Hiring.Source,University,Univ.GPA,Education.Level,Biz.Location,Job.Family,Team,Is.Manager,OverTime,Performance.Score,Unused.Vacation,Cognitive.Score,Endurance.Score,Execution.Score,Manager.Vision,Manager.Communication,Manager.Execution,Engagement.Score,Sales.Amount
16,John150,No,Male,50,33.2,Job Board,STANFORD UNIVERSITY,82.89,Master,Tokyo,Manufacturing,Manufacturing,No,235,57,2,99,90,74,26,20,17,46.5,NA
2036,John151,No,Male,43,25.1,Job Board,OSAKA UNIVERSITY,80,Bachelor,Seoul,Marketing,Human Resources,No,236,87.1,7,98,95,94,87,88,5,64.2,135996
2825,John152,No,Male,31,7.5,Job Board,SEOUL NATIONAL UNIVERSITY,85.11,Master,USA,Research,Tech Support,No,52,52.6,12,78,80,75,21,9,14,46.6,NA
3379,John153,No,Male,41,23.9,Job Board,SEOUL NATIONAL UNIVERSITY,74.89,Bachelor,Seoul,Manufacturing,Marketing,No,389,80.9,16,89,87,79,93,74,11,69,NA
4616,Jane154,No,Female,31,15.1,Intern,LEIDEN UNIVERSITY,75.56,Bachelor,Seoul,Research,Manufacturing,No,40,27.9,7,75,70,78,18,19,15,38.9,NA
4386,Jane155,Yes,Female,32,16,Job Board,UNIVERSITY OF SUSSEX,93.95,HighSchool,Singapore,Manufacturing,Human Resources,No,305,46.6,3,81,66,63,79,21,38,47.8,NA
5582,John156,No,Male,28,6,Intern,KYOTO UNIVERSITY,79.56,Bachelor,Shanghai,Research,Biz Dev,No,72,39.3,19,78,88,74,23,30,36,47,NA
1903,John157,No,Male,34,13.4,Job Board,THE UNIVERSITY OF TOKYO,76.74,Bachelor,Tokyo,Research,Tech Support,No,141,53.8,12,78,96,73,12,17,4,44.4,NA
3424,John158,No,Male,40,17.7,Job Board,UNIVERSITY OF CHICAGO,81.11,Bachelor,Shanghai,Research,Marketing,No,113,45.1,7,75,81,98,88,70,40,62.6,NA
3857,John159,No,Male,38,16.7,Job Board,CORNELL UNIVERSITY,78.37,Doctor,Tokyo,Manufacturing,Biz Dev,No,227,23.8,22,84,67,69,23,41,9,43.3,NA
181,John160,No,Male,29,12.1,Job Board,KYOTO UNIVERSITY,85.78,HighSchool,Singapore,Manufacturing,Human Resources,No,153,51.6,13,73,83,91,80,71,53,67.4,NA
4046,Jane161,No,Female,38,23.1,Job Board,UNIVERSITY OF OXFORD,84.89,Bachelor,Tokyo,Manufacturing,Marketing,No,173,51.1,5,78,77,62,95,73,46,67.8,NA
3548,John162,No,Male,38,28.5,Job Board,UNIVERSITY OF CAMBRIDGE,73.78,HighSchool,Singapore,Administration,Biz Dev,Yes,33,31.5,21,89,84,78,66,57,18,55.2,NA
431,John163,No,Male,34,16.9,Job Board,PEKING UNIVERSITY,67.11,Master,Amsterdam,Research,Tech Support,No,296,58.4,19,89,72,69,13,12,4,44.4,NA
5360,John164,No,Male,31,15.4,Job Board,CORNELL UNIVERSITY,71.56,Doctor,Tokyo,Administration,Tech Support,No,203,39.9,6,96,79,89,31,13,30,40,NA
1748,John165,No,Male,42,23.7,Special,STANFORD UNIVERSITY,82.22,HighSchool,Shanghai,Administration,Manufacturing,No,8,47.6,3,84,75,74,18,35,34,44.4,NA
2820,John166,No,Male,40,22.2,Special,CORNELL UNIVERSITY,81.11,Master,Shanghai,Research,Finance,No,110,44.6,14,77,66,80,80,26,75,56.2,NA
1548,Jane167,No,Female,43,24.7,Job Board,OSAKA UNIVERSITY,75.33,Master,Tokyo,Research,Human Resources,No,100,70,6,72,94,97,95,86,22,65.2,NA
3537,John168,No,Male,45,29,Job Board,OSAKA UNIVERSITY,66.67,Master,Seoul,Marketing,Biz Dev,No,327,68.4,6,79,74,65,1,25,51,53,71700
4026,John169,No,Male,35,15.4,Job Board,STANFORD UNIVERSITY,88,2-Year College,USA,Research,Marketing,No,94,58.2,8,88,75,89,73,75,41,63.8,NA
664,John170,No,Male,41,22.6,Overseas,UNIVERSITY OF CAMBRIDGE,80,Bachelor,Shanghai,Manufacturing,Tech Support,No,209,46.1,11,84,77,84,1,19,28,39.5,NA
722,John171,Yes,Male,32,13.5,Job Board,PRINCETON UNIVERSITY,84.44,Bachelor,Singapore,Administration,Manufacturing,No,207,40.4,5,76,78,63,22,20,37,39.3,NA
3241,John172,No,Male,42,34.5,Job Board,UNIVERSITY OF CAMBRIDGE,87.67,Bachelor,Amsterdam,Research,Human Resources,Yes,117,61.1,8,96,91,90,95,75,24,65.3,NA
3972,John173,No,Male,38,28.1,Job Board,NAGOYA UNIVERSITY,74,2-Year College,Singapore,Manufacturing,Legal,Yes,207,46.4,4,68,80,70,3,24,97,57,NA
3581,Jane174,No,Female,36,29.7,Job Board,TSINGHUA UNIVERSITY,77.78,Bachelor,Singapore,Manufacturing,Tech Support,Yes,212,51.7,10,83,79,98,21,2,45,48,NA
5082,John175,Yes,Male,23,4,Overseas,YALE UNIVERSITY,72.44,Bachelor,Singapore,Research,Tech Support,No,190,45.7,11,95,90,92,27,16,53,38.6,NA
2917,John176,No,Male,33,10.3,Job Board,MIT,74.67,HighSchool,Shanghai,Administration,Tech Support,No,220,38.1,5,74,99,66,19,9,43,42.7,NA
5351,Jane177,No,Female,59,44.5,Job Board,PEKING UNIVERSITY,92.75,Master,Singapore,Marketing,Manufacturing,No,3,54.1,12,79,100,77,39,23,87,52,165907
3897,John178,No,Male,40,21,Job Board,KYOTO UNIVERSITY,77.56,HighSchool,Tokyo,Marketing,Tech Support,No,75,41.1,8,74,89,74,26,6,39,40.8,52721
822,John179,No,Male,33,14.7,Job Board,THE UNIVERSITY OF TOKYO,81.56,Master,Seoul,Manufacturing,Biz Dev,No,479,58.5,10,82,72,86,9,35,16,50.5,NA
4053,John180,Yes,Male,36,19.1,Job Board,MIT,76,Master,Singapore,Manufacturing,Marketing,No,313,39.3,14,93,67,94,90,1,18,44.8,NA
3071,Jane181,No,Female,40,34,Job Board,HOKKAIDO UNIVERSITY,72.44,Bachelor,Shanghai,Research,Finance,Yes,29,50.9,13,69,100,78,31,22,73,49.2,NA
4332,John182,No,Male,32,13.9,Intern,UNIVERSITY OF OXFORD,92,HighSchool,Seoul,Manufacturing,Legal,No,282,80.9,12,78,85,98,40,23,50,59.2,NA
1942,John183,No,Male,41,22.9,Job Board,TSINGHUA UNIVERSITY,84.44,2-Year College,Tokyo,Research,Tech Support,No,28,38.2,10,86,83,90,38,14,3,39,NA
2465,John184,No,Male,37,20.3,Job Board,KYOTO UNIVERSITY,76,HighSchool,Singapore,Marketing,Finance,No,99,32.4,13,74,68,69,64,57,89,55.7,72163
185,John185,No,Male,30,10.5,Job Board,HARVARD UNIVERSITY,67.11,Bachelor,Tokyo,Research,Marketing,No,76,43.9,20,88,100,66,95,74,14,61.8,NA
5653,Jane186,No,Female,47,32.6,Intern,MIT,80,Bachelor,Singapore,Manufacturing,Manufacturing,No,154,66.6,11,78,79,90,19,18,49,51,NA
3286,John187,No,Male,39,21,Job Board,LEIDEN UNIVERSITY,83.33,Master,Tokyo,Research,Manufacturing,No,40,48.5,9,68,83,66,7,22,7,46.4,NA
1266,John188,No,Male,40,17.5,Job Board,UNIVERSITY OF PENNSYLVANIA,88,Doctor,Shanghai,Marketing,Marketing,No,19,32.4,13,89,72,76,94,75,32,64.3,86578
1139,Jane189,No,Female,29,27.4,Job Board,STANFORD UNIVERSITY,83.3,2-Year College,USA,Marketing,Tech Support,Yes,19,51.6,11,82,89,71,1,12,71,45.7,120180
2506,John190,No,Male,39,17.7,Special,OSAKA UNIVERSITY,76.89,Bachelor,Singapore,Manufacturing,Tech Support,No,153,47.1,6,77,75,88,23,13,42,46.2,NA
5074,Jane191,No,Female,31,15.9,Intern,PEKING UNIVERSITY,76,Bachelor,Seoul,Research,Biz Dev,No,130,79,4,87,88,66,52,54,7,50.2,NA
417,John192,No,Male,33,15.4,Job Board,PEKING UNIVERSITY,75.33,Master,Shanghai,Research,Marketing,No,228,49.4,0,88,67,78,74,74,31,62,NA
3876,John193,No,Male,37,18.3,Job Board,UNIVERSITY OF OXFORD,81.56,Bachelor,Tokyo,Administration,Quality Assurance,No,10,39.4,14,78,90,73,45,25,46,47.6,NA
3726,John194,No,Male,39,21.6,Special,STANFORD UNIVERSITY,86.44,Bachelor,Tokyo,Marketing,Manufacturing,No,49,41.8,14,81,96,66,19,39,12,39.5,147764
161,John195,No,Male,31,26.1,Job Board,YALE UNIVERSITY,84.44,Bachelor,Tokyo,Marketing,Manufacturing,Yes,162,49.5,13,88,75,81,19,35,70,58.7,30444
2316,John196,No,Male,41,21.3,Intern,UNIVERSITY OF CAMBRIDGE,86,Master,Singapore,Marketing,Human Resources,No,13,59.2,4,96,85,96,83,84,27,63.3,56375
5580,Jane197,Yes,Female,34,16,Job Board,YALE UNIVERSITY,90.22,Master,Tokyo,Marketing,Finance,No,127,55.3,12,83,70,92,29,24,66,48.8,50803
4553,John198,No,Male,31,9.7,Job Board,LEIDEN UNIVERSITY,85.11,2-Year College,Seoul,Research,Tech Support,No,136,74.3,4,77,79,62,33,5,10,47,NA
4872,John199,No,Male,34,14,Job Board,UNIVERSITY OF HONG KONG,78.89,Bachelor,Shanghai,Administration,Tech Support,No,8,22.6,11,87,69,89,21,8,24,39.4,NA
5456,John200,Yes,Male,32,12.4,Job Board,STOCKHOLM UNIVERSITY,81.33,Bachelor,Shanghai,Research,Tech Support,No,218,46.4,14,100,94,91,24,21,6,34.7,NA
3582,John201,No,Male,38,16.7,Job Board,MIT,78.22,Bachelor,Shanghai,Manufacturing,Quality Assurance,No,198,36.3,0,77,81,98,36,18,49,46.5,NA
1842,Jane202,No,Female,53,37.3,Job Board,YALE UNIVERSITY,90.44,Doctor,Seoul,Research,Tech Support,No,116,40.4,11,72,89,95,22,9,14,34.5,NA
2124,John203,No,Male,49,43.1,Special,THE UNIVERSITY OF TOKYO,76.44,Master,USA,Research,Tech Support,Yes,66,50.9,18,77,86,95,33,8,17,47.1,NA
5674,John204,No,Male,28,7.9,Job Board,SEOUL NATIONAL UNIVERSITY,68.22,Bachelor,Tokyo,Manufacturing,Tech Support,No,222,20.1,17,72,88,93,23,0,17,41.2,NA
189,Jane205,No,Female,34,18,Job Board,UNIVERSITY OF CAMBRIDGE,75.11,Master,Tokyo,Administration,Legal,No,10,45.3,16,74,95,69,23,39,79,51,NA
4747,John206,No,Male,27,7.6,Intern,KYOTO UNIVERSITY,74.89,Master,Tokyo,Manufacturing,Manufacturing,No,226,38.1,13,82,87,98,18,32,29,46.1,NA
2827,John207,No,Male,49,28.7,Job Board,UNIVERSITY OF OXFORD,86.28,Bachelor,Shanghai,Research,Manufacturing,No,154,59.9,12,98,86,78,29,18,11,49.1,NA
299,John208,No,Male,34,14.4,Job Board,STANFORD UNIVERSITY,87.56,Master,Singapore,Research,Tech Support,No,373,79,1,80,100,69,3,15,27,45.4,NA
1764,John209,No,Male,36,14.7,Job Board,HOKKAIDO UNIVERSITY,72.89,HighSchool,Shanghai,Manufacturing,Finance,No,293,52.9,8,69,90,93,3,58,66,61,NA
3325,John210,Yes,Male,38,21.5,Job Board,KYOTO UNIVERSITY,67.78,Bachelor,Shanghai,Marketing,Marketing,No,218,35.1,4,86,98,70,89,22,46,48.4,150680
966,John211,Yes,Male,45,24.9,Job Board,ECOLE NORMALE SUP?RIEURE DE LYON,73.78,Bachelor,Shanghai,Administration,Biz Dev,No,222,44.5,13,85,98,83,70,11,10,41.2,NA
1949,John212,No,Male,42,22.9,Job Board,KYOTO UNIVERSITY,86.44,Master,Tokyo,Marketing,Manufacturing,No,47,63.1,3,90,71,93,18,23,16,39.8,42550
1225,John213,No,Male,37,27.1,Job Board,UNIVERSITY OF TORONTO,77.33,2-Year College,Singapore,Marketing,Biz Dev,Yes,57,26.1,7,71,69,75,35,54,37,46.5,37930
3749,John214,Yes,Male,48,29.8,Job Board,UNIVERSITY OF OXFORD,80,Bachelor,Singapore,Research,Finance,No,208,46.7,12,82,83,85,62,20,88,50.8,NA
1294,John215,No,Male,35,26.7,Job Board,NAGOYA UNIVERSITY,92.22,Bachelor,Shanghai,Manufacturing,Biz Dev,Yes,207,52.6,0,78,99,74,28,28,31,57.9,NA
1563,John216,No,Male,40,22.3,Job Board,TSINGHUA UNIVERSITY,71.78,Bachelor,Singapore,Administration,Biz Dev,No,8,43.2,12,78,79,64,83,63,36,56.1,NA
94,John217,Yes,Male,33,16.1,Job Board,MIT,84.89,Bachelor,Shanghai,Marketing,Manufacturing,No,211,41.4,13,92,94,84,29,12,26,37,82658
4485,John218,No,Male,33,26.4,Job Board,UNIVERSITY OF OXFORD,76.67,Master,Tokyo,Marketing,Manufacturing,Yes,84,42.8,11,97,66,66,28,22,18,41.3,54958
2421,Jane219,No,Female,38,25.9,Job Board,UNIVERSITY OF OXFORD,76.44,HighSchool,Seoul,Manufacturing,Manufacturing,No,226,31.6,12,84,74,66,10,20,2,40.2,NA
199,Jane220,Yes,Female,32,17.4,Job Board,UNIVERSITY OF OXFORD,77.56,2-Year College,Tokyo,Marketing,Biz Dev,No,195,59.1,8,81,74,71,30,15,71,46.3,69912
2806,John221,No,Male,39,23.1,Job Board,YALE UNIVERSITY,79.33,Bachelor,Tokyo,Administration,Manufacturing,No,40,31.6,6,93,94,90,2,32,29,39.5,NA
4854,John222,No,Male,31,11.3,Job Board,UNIVERSITY OF SUSSEX,72.09,Bachelor,Tokyo,Research,Quality Assurance,No,60,50.3,9,97,79,74,52,36,36,50.8,NA
4598,John223,No,Male,32,15.1,Job Board,MIT,78.89,Bachelor,Tokyo,Marketing,Tech Support,No,27,60,25,82,78,86,19,11,71,47.2,86747
5138,John224,No,Male,29,11.2,Intern,PEKING UNIVERSITY,90,Doctor,Seoul,Marketing,Marketing,No,116,78.3,5,74,98,65,93,70,8,63.3,166568
736,John225,No,Male,41,20.6,Special,HARVARD UNIVERSITY,82.89,Master,Seoul,Manufacturing,Biz Dev,No,405,74.6,14,78,83,70,63,46,13,59.2,NA
4909,John226,No,Male,43,26.7,Job Board,OSAKA UNIVERSITY,75.78,Master,Tokyo,Marketing,Marketing,No,13,39.5,11,76,99,90,92,71,51,64.5,123805
4162,Jane227,No,Female,36,21.6,Job Board,UNIVERSITY OF CAMBRIDGE,91.56,Master,USA,Manufacturing,Biz Dev,No,304,30.9,10,76,67,64,12,27,13,45.5,NA
2672,John228,No,Male,39,21.6,Job Board,HARVARD UNIVERSITY,79.33,2-Year College,Seoul,Marketing,Quality Assurance,No,157,79.4,5,83,76,100,35,18,4,44.3,101981
3303,Jane229,No,Female,52,34.2,Job Board,CORNELL UNIVERSITY,79.56,Bachelor,Singapore,Manufacturing,Tech Support,No,120,46.5,10,92,81,63,29,15,31,41.9,NA
4007,Jane230,No,Female,36,19.8,Job Board,SOGANG UNIVERSITY,84.67,Bachelor,Tokyo,Administration,Biz Dev,No,42,32.2,14,99,68,74,48,49,31,51.1,NA
1777,John231,No,Male,50,29.4,Intern,STANFORD UNIVERSITY,81.56,Master,Tokyo,Administration,Biz Dev,No,77,36.3,14,69,97,86,26,44,2,47.5,NA
3080,Jane232,Yes,Female,39,32.6,Overseas,OSAKA UNIVERSITY,93.56,Master,Tokyo,Administration,Tech Support,Yes,158,52.7,9,82,100,86,26,16,24,36.8,NA
939,John233,No,Male,34,18.2,Job Board,KYOTO UNIVERSITY,82,Bachelor,Seoul,Manufacturing,Tech Support,No,323,25,13,68,67,90,9,14,16,41.2,NA
1306,John234,No,Male,33,15.6,Job Board,KYOTO UNIVERSITY,62.09,Bachelor,Tokyo,Manufacturing,Marketing,No,212,31,26,98,94,75,93,71,24,63.9,NA
4248,John235,No,Male,37,17.2,Job Board,PEKING UNIVERSITY,84.44,Bachelor,Seoul,Manufacturing,Quality Assurance,No,354,65.4,11,87,98,100,11,45,34,45,NA
3282,John236,No,Male,39,19.7,Job Board,MIT,77.21,2-Year College,Shanghai,Marketing,Marketing,No,146,65.9,12,98,95,100,92,74,72,67.2,122787
1325,John237,No,Male,35,18.1,Job Board,STANFORD UNIVERSITY,75.81,Master,Tokyo,Manufacturing,Manufacturing,No,214,46.4,11,71,85,70,38,37,12,43.9,NA
4165,Jane238,No,Female,34,18.8,Special,PEKING UNIVERSITY,86.44,Bachelor,Shanghai,Manufacturing,Tech Support,No,127,36.7,4,78,84,88,15,8,1,37,NA
840,John239,No,Male,39,19.7,Special,THE UNIVERSITY OF TOKYO,77.78,Doctor,USA,Research,Biz Dev,No,57,43.6,4,89,75,70,65,27,32,51.6,NA
3617,John240,No,Male,37,15.4,Special,TSINGHUA UNIVERSITY,82,HighSchool,Seoul,Manufacturing,Manufacturing,No,357,45.2,7,85,96,70,32,25,8,47.1,NA
2962,John241,No,Male,38,18.9,Job Board,UNIVERSITY OF CHICAGO,81.78,Bachelor,USA,Research,Tech Support,No,105,55.4,2,83,98,90,14,9,4,45.2,NA
5480,John242,No,Male,32,13.7,Intern,UNIVERSITY OF OXFORD,78,2-Year College,Singapore,Manufacturing,Manufacturing,No,236,58.9,17,89,83,70,45,32,37,52.7,NA
3692,John243,No,Male,40,19.9,Job Board,OSAKA UNIVERSITY,68,Doctor,Amsterdam,Manufacturing,Biz Dev,No,217,38.3,4,98,74,90,56,26,12,54.2,NA
4592,Jane244,No,Female,45,32.3,Overseas,SOGANG UNIVERSITY,80,Doctor,Tokyo,Administration,Tech Support,No,71,47.5,9,78,75,64,1,73,13,46.4,NA
2193,John245,No,Male,42,21.7,Job Board,UNIVERSITY OF SUSSEX,87.67,HighSchool,Tokyo,Manufacturing,Marketing,No,170,33.5,14,68,83,62,89,72,54,68.5,NA
2935,John246,No,Male,40,19.2,Job Board,YALE UNIVERSITY,74.44,Bachelor,Shanghai,Manufacturing,Biz Dev,No,153,44.2,2,88,74,66,34,39,20,49.8,NA
4156,Jane247,No,Female,37,20.5,Special,MIT,86,Doctor,Seoul,Manufacturing,Quality Assurance,No,128,46,9,72,82,76,28,42,11,44.4,NA
4625,John248,No,Male,35,16,Job Board,DUKE UNIVERSITY,67.11,Master,USA,Manufacturing,Manufacturing,No,263,35.4,14,78,84,96,19,22,11,47.8,NA
1887,Jane249,No,Female,52,36.2,Job Board,PEKING UNIVERSITY,85.78,Doctor,Tokyo,Manufacturing,Marketing,No,229,44,6,68,75,97,95,76,34,65.6,NA
4530,John250,Yes,Male,35,19.1,Intern,UNIVERSITY OF CAMBRIDGE,73.11,Bachelor,Seoul,Manufacturing,Manufacturing,No,464,55.1,17,79,100,63,17,30,4,36.5,NA
2423,Jane251,No,Female,40,26,Special,OSAKA UNIVERSITY,87.67,Bachelor,Singapore,Manufacturing,Manufacturing,No,156,54.1,5,68,89,88,21,32,39,50.8,NA
4954,John252,No,Male,27,7.3,Job Board,MIT,77.33,2-Year College,Tokyo,Manufacturing,Manufacturing,No,193,24.6,21,68,83,68,11,20,17,43,NA
4864,Jane253,Yes,Female,29,10.6,Job Board,MCGILL UNIVERSITY,78.44,HighSchool,Tokyo,Manufacturing,Biz Dev,No,265,34.7,15,92,67,86,86,22,34,44.4,NA
1619,John254,No,Male,43,20.7,Job Board,KYOTO UNIVERSITY,79.33,Bachelor,Tokyo,Research,Finance,No,96,46.7,10,97,89,77,40,43,72,57.2,NA
5581,Jane255,No,Female,33,19.7,Job Board,UNIVERSITY OF HONG KONG,84.22,Bachelor,Seoul,Manufacturing,Manufacturing,No,132,84.6,4,67,99,63,3,15,6,45.5,NA
1267,John256,No,Male,33,13.6,Job Board,THE UNIVERSITY OF TOKYO,78,Bachelor,USA,Manufacturing,Manufacturing,No,153,47.6,12,82,87,66,5,24,3,43.8,NA
348,John257,No,Male,35,19.1,Overseas,PEKING UNIVERSITY,81.33,HighSchool,USA,Marketing,Manufacturing,No,70,37.9,8,67,68,62,13,20,68,50.8,57078
3715,Jane258,No,Female,41,35.1,Job Board,UNIVERSITY OF CAMBRIDGE,77.33,Bachelor,Shanghai,Research,Tech Support,Yes,32,47.8,7,78,97,64,24,19,36,39.3,NA
2205,John259,No,Male,43,25.6,Special,UNIVERSITY OF HONG KONG,76.44,2-Year College,Tokyo,Marketing,Finance,No,66,58.7,12,99,78,99,25,49,68,49.4,69060
4698,John260,No,Male,29,8.8,Intern,UNIVERSITY OF CHICAGO,85.35,2-Year College,Seoul,Manufacturing,Quality Assurance,No,237,39.3,25,98,90,98,34,25,6,46,NA
1852,John261,No,Male,41,27.6,Intern,UNIVERSITY OF CHICAGO,76.89,Doctor,Singapore,Manufacturing,Manufacturing,No,272,73.2,16,88,100,93,34,19,49,51.8,NA
5004,John262,No,Male,43,22.3,Job Board,MIT,79.33,Bachelor,Singapore,Research,Tech Support,No,163,50.1,8,99,71,75,13,19,61,50.5,NA
2965,John263,No,Male,42,23.1,Job Board,CORNELL UNIVERSITY,70.89,2-Year College,Seoul,Administration,Tech Support,No,228,23.9,7,95,68,63,9,15,2,42.7,NA
1633,John264,No,Male,50,32.6,Job Board,SEOUL NATIONAL UNIVERSITY,84.89,Bachelor,Tokyo,Administration,Tech Support,No,46,36.2,23,80,86,62,27,10,22,39.1,NA
2490,John265,No,Male,31,12.1,Job Board,UNIVERSITY OF TORONTO,79.78,Doctor,USA,Research,Legal,No,71,41.1,9,70,78,87,1,39,83,48.9,NA
1428,Jane266,No,Female,38,22,Job Board,UNIVERSITY OF CAMBRIDGE,79.56,Master,Tokyo,Manufacturing,Manufacturing,No,148,61.7,8,88,80,94,24,7,29,50.5,NA
251,John267,Yes,Male,35,17.3,Job Board,UNIVERSITY OF CHICAGO,73.11,HighSchool,Shanghai,Manufacturing,Human Resources,No,314,45.7,9,92,79,81,65,19,4,43.3,NA
1774,Jane268,No,Female,39,25.9,Job Board,CORNELL UNIVERSITY,84.22,Bachelor,Singapore,Research,Tech Support,No,136,57.4,9,98,92,94,23,10,35,41.8,NA
3600,John269,No,Male,38,18.8,Overseas,UNIVERSITY OF CAMBRIDGE,84,Bachelor,Tokyo,Manufacturing,Manufacturing,No,269,45.4,11,74,86,90,12,14,43,43.3,NA
2509,Jane270,No,Female,41,25.4,Job Board,SEOUL NATIONAL UNIVERSITY,76.89,Bachelor,Tokyo,Manufacturing,Marketing,No,139,38,14,78,84,72,91,72,28,65.8,NA
265,John271,No,Male,34,14.5,Job Board,SEOUL NATIONAL UNIVERSITY,75.81,HighSchool,Shanghai,Manufacturing,Manufacturing,No,175,50.3,1,95,89,98,11,23,32,45.1,NA
3745,John272,No,Male,38,17.2,Job Board,SEOUL NATIONAL UNIVERSITY,81.11,HighSchool,Shanghai,Manufacturing,Tech Support,No,157,36.3,8,83,92,100,20,8,18,44.5,NA
3684,John273,No,Male,36,24.9,Job Board,STANFORD UNIVERSITY,81.33,Bachelor,Singapore,Research,Tech Support,Yes,55,50.4,11,71,83,62,27,13,52,49.7,NA
2843,John274,No,Male,48,29.8,Job Board,UNIVERSITY OF HONG KONG,83.33,Bachelor,Tokyo,Manufacturing,Marketing,No,153,40.8,8,92,98,74,91,71,35,66.5,NA
2228,Jane275,No,Female,39,26.6,Job Board,HARVARD UNIVERSITY,71.78,Bachelor,Tokyo,Manufacturing,Manufacturing,No,165,52.1,4,83,100,88,7,8,23,46.7,NA
290,John276,No,Male,36,18.1,Job Board,THE UNIVERSITY OF TOKYO,79.53,Bachelor,Seoul,Manufacturing,Manufacturing,No,272,47.1,4,80,91,89,3,37,1,46.1,NA
5190,John277,No,Male,33,12.7,Intern,HARVARD UNIVERSITY,84.89,Bachelor,Singapore,Manufacturing,Manufacturing,No,153,45.7,18,76,95,82,17,30,39,46.9,NA
4838,Jane278,Yes,Female,30,9.5,Job Board,SEOUL NATIONAL UNIVERSITY,76.44,Bachelor,Tokyo,Marketing,Biz Dev,No,205,60,8,85,76,90,75,15,67,49.2,59932
2656,John279,No,Male,41,19.3,Job Board,PEKING UNIVERSITY,78.89,Master,Shanghai,Research,Human Resources,No,29,69.7,8,82,89,93,96,89,43,68.6,NA
1923,John280,No,Male,41,22.3,Job Board,MIT,81.56,Bachelor,Shanghai,Research,Manufacturing,No,38,43.1,13,94,67,64,33,23,12,49.4,NA
3564,John281,No,Male,38,20.9,Job Board,DUKE UNIVERSITY,85.33,Master,Amsterdam,Research,Human Resources,No,94,40.6,19,77,90,67,80,85,13,62.5,NA
2366,John282,No,Male,44,26.4,Special,SEOUL NATIONAL UNIVERSITY,74.67,Bachelor,Seoul,Manufacturing,Quality Assurance,No,406,79.4,3,80,87,100,52,30,3,58,NA
2671,John283,No,Male,40,30.9,Special,NAGOYA UNIVERSITY,76,Bachelor,Singapore,Manufacturing,Tech Support,Yes,187,38.5,16,88,78,74,26,18,43,45.5,NA
5562,John284,No,Male,51,34,Job Board,UNIVERSITY OF TORONTO,80.89,Bachelor,USA,Research,Tech Support,No,68,46.5,20,81,81,79,25,21,34,41.3,NA
3283,John285,No,Male,46,28.4,Job Board,DUKE UNIVERSITY,62.67,Master,USA,Manufacturing,Tech Support,No,256,40.7,13,70,87,62,26,8,35,44.9,NA
760,John286,No,Male,35,18.2,Job Board,UNIVERSITY OF CHICAGO,83.33,2-Year College,Tokyo,Research,Tech Support,No,157,36.5,13,83,74,90,17,2,8,37.5,NA
4279,John287,No,Male,35,26.9,Job Board,KYOTO UNIVERSITY,75.81,Bachelor,Tokyo,Research,Tech Support,Yes,80,52.6,20,78,88,78,15,16,29,46.8,NA
5583,John288,Yes,Male,30,12.6,Job Board,STANFORD UNIVERSITY,86.05,Bachelor,Tokyo,Research,Finance,No,218,63.8,11,68,73,95,51,15,70,49.8,NA
2061,John289,No,Male,46,28,Job Board,THE UNIVERSITY OF TOKYO,76.28,Bachelor,Seoul,Marketing,Marketing,No,283,80.1,4,98,87,70,92,72,20,67.8,106883
5407,John290,Yes,Male,33,18.2,Job Board,PRINCETON UNIVERSITY,61.78,Bachelor,Tokyo,Marketing,Manufacturing,No,198,40.2,16,86,73,63,14,19,17,35.5,50923
1953,John291,No,Male,41,24.2,Intern,UNIVERSITY OF OXFORD,71.78,Bachelor,Tokyo,Manufacturing,Tech Support,No,212,47,25,90,96,65,21,5,42,43.2,NA
2395,John292,No,Male,43,21.3,Job Board,THE UNIVERSITY OF TOKYO,77.56,Bachelor,Tokyo,Research,Biz Dev,No,89,43.5,20,74,81,89,31,46,17,50.6,NA
2269,Jane293,Yes,Female,39,22,Job Board,PEKING UNIVERSITY,80,Bachelor,Tokyo,Research,Manufacturing,No,140,58.5,10,68,87,70,10,8,34,40.4,NA
2200,John294,No,Male,43,24.2,Special,PEKING UNIVERSITY,75.81,Bachelor,Seoul,Marketing,Biz Dev,No,234,63.2,14,97,73,90,70,24,13,52,97751
4968,John295,No,Male,49,26.7,Job Board,OSAKA UNIVERSITY,59.3,Master,Tokyo,Manufacturing,Manufacturing,No,180,46.3,21,74,72,64,14,32,13,44.2,NA
3912,John296,No,Male,42,25,Special,TSINGHUA UNIVERSITY,82.22,Bachelor,Shanghai,Manufacturing,Tech Support,No,172,40.6,4,84,100,66,13,0,31,41.9,NA
2714,John297,No,Male,34,13.2,Intern,UNIVERSITY OF CAMBRIDGE,79.56,Bachelor,Tokyo,Marketing,Manufacturing,No,74,49.8,9,74,99,90,10,19,32,41.2,142185
3011,John298,No,Male,38,20.5,Job Board,UNIVERSITY OF CHICAGO,84.44,HighSchool,Amsterdam,Research,Manufacturing,No,28,56.9,5,95,92,90,21,18,27,44.2,NA
2898,John299,No,Male,42,20.1,Job Board,PEKING UNIVERSITY,69.33,Bachelor,Tokyo,Marketing,Biz Dev,No,117,51.3,21,88,99,100,27,51,14,43.5,193134
990,John300,No,Male,38,15.8,Intern,UNIVERSITY OF OXFORD,76.89,Bachelor,Tokyo,Administration,Legal,No,8,51.7,12,78,97,66,14,77,68,61.1,NA
